,nome,nacionalidade,idade,estrela,time,posicao,comportamento,forca
1195,Jogador 1195,3,18,False,49,3,4,16
1196,Jogador 1196,3,25,False,49,3,4,6
1197,Jogador 1197,3,40,False,49,3,0,48
1198,Jogador 1198,1,22,False,49,3,1,26
1199,Jogador 1199,2,25,False,49,3,2,1
1200,Jogador 1200,3,25,False,50,0,0,43
1201,Jogador 1201,2,23,False,50,0,4,16
1202,Jogador 1202,1,21,False,50,0,4,46
1203,Jogador 1203,1,29,True,50,1,1,34
1204,Jogador 1204,3,32,False,50,1,1,6
1205,Jogador 1205,3,23,False,50,1,3,31
1206,Jogador 1206,3,21,False,50,1,1,38
1207,Jogador 1207,0,42,False,50,1,3,12
1208,Jogador 1208,3,25,True,50,1,1,29
1209,Jogador 1209,0,44,False,50,1,4,43
1210,Jogador 1210,0,38,False,50,2,4,46
1211,Jogador 1211,3,32,False,50,2,4,6
1212,Jogador 1212,0,37,False,50,2,0,3
1213,Jogador 1213,0,30,False,50,2,0,17
1214,Jogador 1214,2,18,False,50,2,4,37
1215,Jogador 1215,1,20,False,50,2,3,49
1216,Jogador 1216,3,27,False,50,2,4,38
1217,Jogador 1217,1,27,False,50,3,1,14
1218,Jogador 1218,2,33,False,50,3,2,46
1219,Jogador 1219,2,28,False,50,3,1,8
1220,Jogador 1220,1,38,True,50,3,3,6
1221,Jogador 1221,2,38,False,50,3,0,11
1222,Jogador 1222,0,28,False,50,3,2,26
1223,Jogador 1223,2,36,False,50,3,2,29
1224,Jogador 1224,3,40,False,51,0,1,2
1225,Jogador 1225,1,32,False,51,0,0,21
1226,Jogador 1226,2,27,False,51,0,4,38
1227,Jogador 1227,3,34,False,51,1,4,41
1228,Jogador 1228,0,31,False,51,1,3,2
1229,Jogador 1229,3,29,False,51,1,1,4
1230,Jogador 1230,3,29,False,51,1,3,48
1231,Jogador 1231,2,25,False,51,1,2,42
1232,Jogador 1232,2,28,False,51,1,4,12
1233,Jogador 1233,0,21,False,51,1,2,50
1234,Jogador 1234,3,28,False,51,2,3,34
1235,Jogador 1235,2,37,False,51,2,4,33
1236,Jogador 1236,3,39,False,51,2,0,37
1237,Jogador 1237,2,28,False,51,2,1,9
1238,Jogador 1238,1,18,False,51,2,3,35
1239,Jogador 1239,1,28,False,51,2,2,50
1240,Jogador 1240,0,20,False,51,2,0,24
1241,Jogador 1241,1,30,False,51,3,3,9
1242,Jogador 1242,3,21,False,51,3,1,16
1243,Jogador 1243,1,26,False,51,3,4,26
1244,Jogador 1244,3,24,False,51,3,3,6
1245,Jogador 1245,3,45,False,51,3,3,8
1246,Jogador 1246,3,42,False,51,3,4,40
1247,Jogador 1247,3,36,False,51,3,2,41
1248,Jogador 1248,1,32,False,52,0,0,20
1249,Jogador 1249,1,26,False,52,0,2,41
1250,Jogador 1250,1,21,False,52,0,3,15
1251,Jogador 1251,2,43,False,52,1,3,27
1252,Jogador 1252,2,36,False,52,1,1,23
1253,Jogador 1253,2,22,False,52,1,4,39
1254,Jogador 1254,1,43,False,52,1,4,37
1255,Jogador 1255,0,24,False,52,1,1,50
1256,Jogador 1256,1,29,False,52,1,4,3
1257,Jogador 1257,2,43,False,52,1,4,18
1258,Jogador 1258,1,22,False,52,2,1,1
1259,Jogador 1259,3,19,False,52,2,1,45
1260,Jogador 1260,3,33,False,52,2,2,26
1261,Jogador 1261,2,31,False,52,2,1,18
1262,Jogador 1262,0,35,False,52,2,1,49
1263,Jogador 1263,1,22,False,52,2,3,34
1264,Jogador 1264,1,27,False,52,2,3,37
1265,Jogador 1265,3,25,False,52,3,2,44
1266,Jogador 1266,3,42,False,52,3,1,18
1267,Jogador 1267,0,24,True,52,3,3,6
1268,Jogador 1268,1,36,False,52,3,2,47
1269,Jogador 1269,0,21,False,52,3,2,12
1270,Jogador 1270,0,43,False,52,3,0,18
1271,Jogador 1271,1,45,False,52,3,0,27
1272,Jogador 1272,3,22,False,53,0,2,18
1273,Jogador 1273,0,41,False,53,0,2,6
1274,Jogador 1274,2,27,False,53,0,2,39
1275,Jogador 1275,3,33,False,53,1,4,36
1276,Jogador 1276,0,42,False,53,1,2,34
1277,Jogador 1277,2,35,False,53,1,3,22
1278,Jogador 1278,0,38,False,53,1,4,17
1279,Jogador 1279,3,45,False,53,1,3,37
1280,Jogador 1280,1,45,False,53,1,4,21
1281,Jogador 1281,1,28,False,53,1,0,10
1282,Jogador 1282,0,29,False,53,2,0,30
1283,Jogador 1283,0,26,False,53,2,3,4
1284,Jogador 1284,1,23,False,53,2,2,23
1285,Jogador 1285,2,32,False,53,2,1,24
1286,Jogador 1286,0,19,False,53,2,1,19
1287,Jogador 1287,0,38,False,53,2,3,1
1288,Jogador 1288,2,25,False,53,2,3,49
1289,Jogador 1289,0,19,False,53,3,3,43
1290,Jogador 1290,2,20,False,53,3,2,25
1291,Jogador 1291,2,24,False,53,3,0,49
1292,Jogador 1292,3,23,False,53,3,0,32
1293,Jogador 1293,2,20,False,53,3,1,26
1294,Jogador 1294,0,18,False,53,3,3,10
1295,Jogador 1295,3,33,False,53,3,0,45
1296,Jogador 1296,1,22,True,54,0,1,8
1297,Jogador 1297,0,19,False,54,0,1,42
1298,Jogador 1298,3,37,False,54,0,1,10
1299,Jogador 1299,2,21,False,54,1,1,2
1300,Jogador 1300,0,27,False,54,1,2,10
1301,Jogador 1301,1,35,False,54,1,2,40
1302,Jogador 1302,1,21,False,54,1,0,3
1303,Jogador 1303,3,19,False,54,1,4,30
1304,Jogador 1304,0,33,False,54,1,0,32
1305,Jogador 1305,2,20,False,54,1,4,48
1306,Jogador 1306,2,19,False,54,2,2,9
1307,Jogador 1307,3,33,False,54,2,2,13
1308,Jogador 1308,1,24,False,54,2,2,32
1309,Jogador 1309,0,23,False,54,2,4,13
1310,Jogador 1310,3,19,False,54,2,0,39
1311,Jogador 1311,2,20,False,54,2,4,48
1312,Jogador 1312,3,39,False,54,2,2,20
1313,Jogador 1313,0,34,False,54,3,4,24
1314,Jogador 1314,2,26,False,54,3,2,50
1315,Jogador 1315,2,18,False,54,3,0,7
1316,Jogador 1316,3,41,False,54,3,1,37
1317,Jogador 1317,0,23,False,54,3,3,41
1318,Jogador 1318,1,33,False,54,3,3,29
1319,Jogador 1319,3,35,False,54,3,1,25
1320,Jogador 1320,3,24,True,55,0,2,42
1321,Jogador 1321,3,36,True,55,0,1,28
1322,Jogador 1322,2,35,False,55,0,0,17
1323,Jogador 1323,1,26,True,55,1,4,26
1324,Jogador 1324,0,41,False,55,1,1,32
1325,Jogador 1325,3,25,False,55,1,1,49
1326,Jogador 1326,3,45,False,55,1,2,13
1327,Jogador 1327,1,33,False,55,1,2,36
1328,Jogador 1328,2,19,False,55,1,0,23
1329,Jogador 1329,2,41,True,55,1,4,48
1330,Jogador 1330,3,44,False,55,2,2,27
1331,Jogador 1331,0,40,False,55,2,0,42
1332,Jogador 1332,0,18,False,55,2,0,14
1333,Jogador 1333,2,33,False,55,2,2,9
1334,Jogador 1334,2,22,False,55,2,4,45
1335,Jogador 1335,1,27,False,55,2,0,7
1336,Jogador 1336,2,25,False,55,2,0,13
1337,Jogador 1337,1,23,False,55,3,0,8
1338,Jogador 1338,1,31,False,55,3,2,4
1339,Jogador 1339,1,36,False,55,3,4,34
1340,Jogador 1340,2,33,False,55,3,0,34
1341,Jogador 1341,3,27,False,55,3,4,31
1342,Jogador 1342,1,26,False,55,3,2,5
1343,Jogador 1343,1,28,False,55,3,2,11
1344,Jogador 1344,2,42,True,56,0,1,10
1345,Jogador 1345,0,22,False,56,0,0,12
1346,Jogador 1346,0,44,False,56,0,3,40
1347,Jogador 1347,2,32,False,56,1,2,31
1348,Jogador 1348,1,23,False,56,1,3,5
1349,Jogador 1349,3,31,False,56,1,2,49
1350,Jogador 1350,3,36,False,56,1,0,29
1351,Jogador 1351,0,21,False,56,1,4,5
1352,Jogador 1352,1,37,False,56,1,4,38
1353,Jogador 1353,1,31,False,56,1,1,50
1354,Jogador 1354,3,27,False,56,2,0,24
1355,Jogador 1355,1,27,False,56,2,0,36
1356,Jogador 1356,3,20,False,56,2,3,13
1357,Jogador 1357,3,29,True,56,2,4,23
1358,Jogador 1358,1,38,False,56,2,0,32
1359,Jogador 1359,2,29,False,56,2,0,50
1360,Jogador 1360,2,39,False,56,2,4,21
1361,Jogador 1361,2,39,False,56,3,0,5
1362,Jogador 1362,2,19,False,56,3,1,17
1363,Jogador 1363,0,29,False,56,3,2,49
1364,Jogador 1364,1,23,False,56,3,2,32
1365,Jogador 1365,0,23,False,56,3,0,34
1366,Jogador 1366,1,41,False,56,3,1,1
1367,Jogador 1367,0,30,False,56,3,1,32
1368,Jogador 1368,1,20,False,57,0,4,42
1369,Jogador 1369,0,36,False,57,0,4,5
1370,Jogador 1370,1,33,False,57,0,1,44
1371,Jogador 1371,2,28,False,57,1,1,21
1372,Jogador 1372,2,31,False,57,1,4,12
1373,Jogador 1373,2,21,False,57,1,2,26
1374,Jogador 1374,0,36,False,57,1,0,46
1375,Jogador 1375,3,26,False,57,1,2,22
1376,Jogador 1376,0,42,False,57,1,3,7
1377,Jogador 1377,2,36,False,57,1,0,14
1378,Jogador 1378,1,32,False,57,2,0,1
1379,Jogador 1379,0,35,False,57,2,4,44
1380,Jogador 1380,0,44,False,57,2,0,3
1381,Jogador 1381,0,36,False,57,2,0,21
1382,Jogador 1382,3,32,False,57,2,0,38
1383,Jogador 1383,3,27,False,57,2,4,3
1384,Jogador 1384,1,24,False,57,2,2,12
1385,Jogador 1385,3,44,False,57,3,2,29
1386,Jogador 1386,0,38,False,57,3,0,4
1387,Jogador 1387,2,35,False,57,3,4,15
1388,Jogador 1388,2,32,False,57,3,1,22
1389,Jogador 1389,3,38,True,57,3,2,7
1390,Jogador 1390,0,29,False,57,3,0,28
1391,Jogador 1391,1,26,False,57,3,4,14
1392,Jogador 1392,3,24,False,58,0,2,13
1393,Jogador 1393,2,31,False,58,0,4,25
1394,Jogador 1394,0,38,False,58,0,0,3
1395,Jogador 1395,2,42,False,58,1,2,26
1396,Jogador 1396,1,42,True,58,1,3,41
1397,Jogador 1397,3,29,False,58,1,2,43
1398,Jogador 1398,3,39,True,58,1,1,14
1399,Jogador 1399,1,39,False,58,1,4,28
1400,Jogador 1400,2,31,False,58,1,0,41
1401,Jogador 1401,3,44,False,58,1,1,28
1402,Jogador 1402,0,32,False,58,2,3,39
1403,Jogador 1403,1,27,False,58,2,2,46
1404,Jogador 1404,3,28,False,58,2,4,12
1405,Jogador 1405,2,37,False,58,2,3,28
1406,Jogador 1406,1,40,False,58,2,1,1
1407,Jogador 1407,3,43,False,58,2,2,12
1408,Jogador 1408,2,35,False,58,2,4,33
1409,Jogador 1409,2,18,False,58,3,4,7
1410,Jogador 1410,0,40,False,58,3,1,32
1411,Jogador 1411,3,21,False,58,3,2,18
1412,Jogador 1412,2,34,False,58,3,2,45
1413,Jogador 1413,3,41,True,58,3,3,37
1414,Jogador 1414,0,43,False,58,3,4,50
1415,Jogador 1415,0,37,False,58,3,0,46
1416,Jogador 1416,1,29,False,59,0,0,6
1417,Jogador 1417,3,26,False,59,0,3,11
1418,Jogador 1418,1,26,False,59,0,3,8
1419,Jogador 1419,2,41,False,59,1,0,3
1420,Jogador 1420,2,42,False,59,1,1,43
1421,Jogador 1421,0,29,False,59,1,2,26
1422,Jogador 1422,2,23,False,59,1,2,7
1423,Jogador 1423,1,21,False,59,1,1,34
1424,Jogador 1424,0,43,False,59,1,4,8
1425,Jogador 1425,1,40,False,59,1,2,2
1426,Jogador 1426,3,26,False,59,2,4,50
1427,Jogador 1427,2,31,False,59,2,2,32
1428,Jogador 1428,0,33,False,59,2,3,12
1429,Jogador 1429,1,44,False,59,2,4,14
1430,Jogador 1430,0,33,False,59,2,1,4
1431,Jogador 1431,1,21,False,59,2,2,45
1432,Jogador 1432,1,20,False,59,2,4,40
1433,Jogador 1433,0,37,False,59,3,1,32
1434,Jogador 1434,2,21,False,59,3,4,28
1435,Jogador 1435,2,22,True,59,3,4,25
1436,Jogador 1436,3,40,False,59,3,3,45
1437,Jogador 1437,0,43,False,59,3,3,28
1438,Jogador 1438,3,19,False,59,3,0,46
1439,Jogador 1439,3,27,False,59,3,2,18
1440,Jogador 1440,2,36,False,60,0,3,2
1441,Jogador 1441,1,45,False,60,0,1,30
1442,Jogador 1442,0,38,False,60,0,4,34
1443,Jogador 1443,1,25,False,60,1,0,36
1444,Jogador 1444,3,33,False,60,1,2,50
1445,Jogador 1445,0,36,False,60,1,4,40
1446,Jogador 1446,1,25,True,60,1,1,42
1447,Jogador 1447,1,42,False,60,1,3,30
1448,Jogador 1448,3,30,False,60,1,4,39
1449,Jogador 1449,2,42,False,60,1,3,11
1450,Jogador 1450,2,44,False,60,2,2,45
1451,Jogador 1451,3,18,False,60,2,2,46
1452,Jogador 1452,3,31,False,60,2,3,38
1453,Jogador 1453,3,27,False,60,2,3,35
1454,Jogador 1454,3,26,True,60,2,2,38
1455,Jogador 1455,0,25,False,60,2,2,34
1456,Jogador 1456,3,21,False,60,2,0,4
1457,Jogador 1457,0,27,False,60,3,0,11
1458,Jogador 1458,3,36,True,60,3,0,25
1459,Jogador 1459,3,20,False,60,3,0,18
1460,Jogador 1460,0,42,False,60,3,2,41
1461,Jogador 1461,2,40,False,60,3,1,13
1462,Jogador 1462,2,37,False,60,3,1,11
1463,Jogador 1463,3,18,False,60,3,4,32
1464,Jogador 1464,3,18,False,61,0,0,34
1465,Jogador 1465,3,24,False,61,0,0,18
1466,Jogador 1466,3,42,False,61,0,0,8
1467,Jogador 1467,3,39,False,61,1,2,36
1468,Jogador 1468,0,21,False,61,1,2,11
1469,Jogador 1469,0,38,False,61,1,2,40
1470,Jogador 1470,2,20,False,61,1,1,44
1471,Jogador 1471,3,28,False,61,1,4,18
1472,Jogador 1472,3,25,False,61,1,3,17
1473,Jogador 1473,1,33,False,61,1,3,27
1474,Jogador 1474,0,18,False,61,2,4,30
1475,Jogador 1475,2,31,False,61,2,0,44
1476,Jogador 1476,1,41,False,61,2,2,27
1477,Jogador 1477,0,19,False,61,2,2,44
1478,Jogador 1478,2,27,True,61,2,1,44
1479,Jogador 1479,2,33,False,61,2,4,48
1480,Jogador 1480,0,36,False,61,2,4,26
1481,Jogador 1481,1,18,False,61,3,4,45
1482,Jogador 1482,2,29,True,61,3,1,2
1483,Jogador 1483,3,21,False,61,3,3,18
1484,Jogador 1484,0,38,False,61,3,3,49
1485,Jogador 1485,2,20,False,61,3,3,48
1486,Jogador 1486,3,28,False,61,3,1,16
1487,Jogador 1487,3,26,False,61,3,1,18
1488,Jogador 1488,3,26,False,62,0,2,25
1489,Jogador 1489,1,33,False,62,0,1,20
1490,Jogador 1490,0,25,False,62,0,4,7
1491,Jogador 1491,0,20,False,62,1,0,35
1492,Jogador 1492,0,34,False,62,1,4,18
1493,Jogador 1493,0,36,False,62,1,3,25
1494,Jogador 1494,3,28,False,62,1,3,10
1495,Jogador 1495,0,23,False,62,1,4,16
1496,Jogador 1496,2,40,False,62,1,3,33
1497,Jogador 1497,1,42,False,62,1,3,43
1498,Jogador 1498,2,35,False,62,2,4,21
1499,Jogador 1499,0,25,False,62,2,3,22
1500,Jogador 1500,3,26,False,62,2,1,31
1501,Jogador 1501,0,42,False,62,2,0,31
1502,Jogador 1502,3,21,False,62,2,2,39
1503,Jogador 1503,3,18,False,62,2,3,37
1504,Jogador 1504,1,26,False,62,2,3,23
1505,Jogador 1505,3,19,False,62,3,3,38
1506,Jogador 1506,3,18,False,62,3,1,31
1507,Jogador 1507,1,31,False,62,3,2,45
1508,Jogador 1508,3,30,True,62,3,4,11
1509,Jogador 1509,3,44,False,62,3,1,18
1510,Jogador 1510,1,20,False,62,3,1,1
1511,Jogador 1511,0,41,False,62,3,3,7
1512,Jogador 1512,0,44,False,63,0,4,42
1513,Jogador 1513,3,44,False,63,0,4,27
1514,Jogador 1514,1,44,False,63,0,2,44
1515,Jogador 1515,3,25,False,63,1,4,12
1516,Jogador 1516,2,31,True,63,1,2,39
1517,Jogador 1517,0,42,False,63,1,2,18
1518,Jogador 1518,3,42,False,63,1,0,24
1519,Jogador 1519,2,22,False,63,1,4,24
1520,Jogador 1520,3,22,False,63,1,4,19
1521,Jogador 1521,1,35,False,63,1,0,8
1522,Jogador 1522,3,43,False,63,2,3,21
1523,Jogador 1523,0,20,False,63,2,0,41
1524,Jogador 1524,2,35,False,63,2,1,9
1525,Jogador 1525,1,22,False,63,2,2,30
1526,Jogador 1526,3,21,False,63,2,0,34
1527,Jogador 1527,3,37,False,63,2,0,11
1528,Jogador 1528,2,31,False,63,2,2,40
1529,Jogador 1529,3,29,False,63,3,1,39
1530,Jogador 1530,1,23,False,63,3,2,18
1531,Jogador 1531,2,20,False,63,3,2,6
1532,Jogador 1532,2,20,False,63,3,0,49
1533,Jogador 1533,2,30,False,63,3,3,1
1534,Jogador 1534,1,38,True,63,3,0,35
1535,Jogador 1535,0,32,False,63,3,2,45
1536,Jogador 1536,1,20,False,64,0,1,7
1537,Jogador 1537,2,24,False,64,0,2,32
1538,Jogador 1538,2,45,False,64,0,4,8
1539,Jogador 1539,1,29,False,64,1,3,3
1540,Jogador 1540,0,32,False,64,1,3,6
1541,Jogador 1541,2,42,False,64,1,0,5
1542,Jogador 1542,1,40,False,64,1,3,13
1543,Jogador 1543,1,31,False,64,1,0,42
1544,Jogador 1544,3,18,False,64,1,3,34
1545,Jogador 1545,0,44,False,64,1,4,40
1546,Jogador 1546,1,31,False,64,2,3,25
1547,Jogador 1547,1,22,False,64,2,4,41
1548,Jogador 1548,3,44,False,64,2,2,11
1549,Jogador 1549,1,34,False,64,2,0,39
1550,Jogador 1550,0,23,False,64,2,4,47
1551,Jogador 1551,3,42,False,64,2,1,33
1552,Jogador 1552,3,18,False,64,2,3,13
1553,Jogador 1553,2,43,False,64,3,1,22
1554,Jogador 1554,2,38,False,64,3,1,6
1555,Jogador 1555,2,34,False,64,3,2,1
1556,Jogador 1556,1,26,False,64,3,4,40
1557,Jogador 1557,3,43,False,64,3,1,38
1558,Jogador 1558,1,25,False,64,3,4,24
1559,Jogador 1559,0,27,False,64,3,2,9
1560,Jogador 1560,2,31,False,65,0,4,45
1561,Jogador 1561,2,21,False,65,0,3,26
1562,Jogador 1562,2,26,False,65,0,2,32
1563,Jogador 1563,2,33,False,65,1,1,39
1564,Jogador 1564,3,41,False,65,1,0,4
1565,Jogador 1565,0,39,False,65,1,0,33
1566,Jogador 1566,0,36,False,65,1,0,37
1567,Jogador 1567,0,28,False,65,1,3,48
1568,Jogador 1568,1,20,False,65,1,2,3
1569,Jogador 1569,0,21,False,65,1,0,32
1570,Jogador 1570,0,41,False,65,2,2,7
1571,Jogador 1571,0,41,False,65,2,4,16
1572,Jogador 1572,1,30,False,65,2,0,31
1573,Jogador 1573,3,36,False,65,2,2,32
1574,Jogador 1574,0,19,False,65,2,4,21
1575,Jogador 1575,0,38,False,65,2,1,9
1576,Jogador 1576,2,34,False,65,2,2,33
1577,Jogador 1577,1,20,False,65,3,4,47
1578,Jogador 1578,3,45,False,65,3,2,25
1579,Jogador 1579,2,39,False,65,3,4,39
1580,Jogador 1580,3,37,False,65,3,3,2
1581,Jogador 1581,1,28,False,65,3,0,4
1582,Jogador 1582,1,44,False,65,3,0,38
1583,Jogador 1583,0,39,False,65,3,3,17
1584,Jogador 1584,1,26,False,66,0,4,26
1585,Jogador 1585,1,23,False,66,0,3,22
1586,Jogador 1586,1,22,False,66,0,1,33
1587,Jogador 1587,3,39,False,66,1,0,1
1588,Jogador 1588,0,22,False,66,1,4,15
1589,Jogador 1589,2,24,False,66,1,4,32
1590,Jogador 1590,3,20,False,66,1,3,1
1591,Jogador 1591,0,20,False,66,1,4,28
1592,Jogador 1592,1,19,False,66,1,2,25
1593,Jogador 1593,3,18,False,66,1,3,43
1594,Jogador 1594,1,29,False,66,2,1,47
1595,Jogador 1595,3,25,False,66,2,4,50
1596,Jogador 1596,3,38,False,66,2,0,11
1597,Jogador 1597,3,18,False,66,2,1,4
1598,Jogador 1598,1,33,False,66,2,0,22
1599,Jogador 1599,0,38,False,66,2,3,23
1600,Jogador 1600,1,44,False,66,2,0,43
1601,Jogador 1601,2,28,False,66,3,1,42
1602,Jogador 1602,3,38,False,66,3,3,30
1603,Jogador 1603,2,44,False,66,3,3,20
1604,Jogador 1604,1,42,False,66,3,1,24
1605,Jogador 1605,1,41,False,66,3,2,18
1606,Jogador 1606,1,37,False,66,3,4,20
1607,Jogador 1607,0,23,True,66,3,2,50
1608,Jogador 1608,0,24,False,67,0,1,7
1609,Jogador 1609,0,35,False,67,0,3,22
1610,Jogador 1610,1,30,False,67,0,2,3
1611,Jogador 1611,2,18,False,67,1,0,33
1612,Jogador 1612,0,25,False,67,1,3,48
1613,Jogador 1613,2,45,False,67,1,0,4
1614,Jogador 1614,2,29,False,67,1,1,40
1615,Jogador 1615,3,41,False,67,1,2,40
1616,Jogador 1616,0,44,False,67,1,2,8
1617,Jogador 1617,1,45,False,67,1,0,24
1618,Jogador 1618,2,39,False,67,2,1,27
1619,Jogador 1619,0,40,False,67,2,1,39
1620,Jogador 1620,2,45,False,67,2,3,9
1621,Jogador 1621,3,24,False,67,2,2,27
1622,Jogador 1622,2,18,False,67,2,0,42
1623,Jogador 1623,1,27,False,67,2,1,18
1624,Jogador 1624,3,45,False,67,2,4,50
1625,Jogador 1625,3,44,False,67,3,3,49
1626,Jogador 1626,0,35,False,67,3,2,7
1627,Jogador 1627,2,35,False,67,3,2,37
1628,Jogador 1628,3,22,False,67,3,4,19
1629,Jogador 1629,0,31,False,67,3,2,14
1630,Jogador 1630,1,26,False,67,3,3,23
1631,Jogador 1631,1,32,False,67,3,3,19
1632,Jogador 1632,3,21,False,68,0,3,3
1633,Jogador 1633,3,41,False,68,0,4,8
1634,Jogador 1634,0,42,False,68,0,0,45
1635,Jogador 1635,2,36,False,68,1,3,35
1636,Jogador 1636,1,38,False,68,1,4,43
1637,Jogador 1637,2,39,False,68,1,1,38
1638,Jogador 1638,2,28,False,68,1,1,22
1639,Jogador 1639,1,23,False,68,1,3,25
1640,Jogador 1640,0,25,False,68,1,2,17
1641,Jogador 1641,1,37,False,68,1,4,7
1642,Jogador 1642,1,27,False,68,2,1,40
1643,Jogador 1643,1,33,False,68,2,2,1
1644,Jogador 1644,0,40,False,68,2,4,4
1645,Jogador 1645,2,19,False,68,2,3,24
1646,Jogador 1646,1,30,False,68,2,1,3
1647,Jogador 1647,0,38,False,68,2,3,3
1648,Jogador 1648,3,26,False,68,2,4,26
1649,Jogador 1649,1,34,False,68,3,2,7
1650,Jogador 1650,2,33,False,68,3,3,46
1651,Jogador 1651,1,21,False,68,3,0,12
1652,Jogador 1652,1,42,False,68,3,0,19
1653,Jogador 1653,2,27,False,68,3,4,37
1654,Jogador 1654,2,21,False,68,3,3,22
1655,Jogador 1655,3,36,False,68,3,4,9
1656,Jogador 1656,2,43,False,69,0,4,39
1657,Jogador 1657,3,28,False,69,0,4,44
1658,Jogador 1658,3,20,False,69,0,4,40
1659,Jogador 1659,1,40,False,69,1,4,27
1660,Jogador 1660,2,42,False,69,1,0,23
1661,Jogador 1661,1,24,False,69,1,2,35
1662,Jogador 1662,3,18,True,69,1,3,44
1663,Jogador 1663,1,34,False,69,1,1,16
1664,Jogador 1664,1,22,False,69,1,2,22
1665,Jogador 1665,3,30,False,69,1,1,9
1666,Jogador 1666,0,42,False,69,2,1,35
1667,Jogador 1667,0,24,False,69,2,4,11
1668,Jogador 1668,0,18,False,69,2,3,13
1669,Jogador 1669,3,34,False,69,2,3,24
1670,Jogador 1670,0,27,False,69,2,3,30
1671,Jogador 1671,1,42,False,69,2,4,27
1672,Jogador 1672,3,32,False,69,2,2,39
1673,Jogador 1673,0,43,False,69,3,0,39
1674,Jogador 1674,0,38,False,69,3,2,23
1675,Jogador 1675,1,22,False,69,3,2,24
1676,Jogador 1676,3,25,False,69,3,2,12
1677,Jogador 1677,0,39,False,69,3,3,45
1678,Jogador 1678,0,19,False,69,3,2,19
1679,Jogador 1679,2,22,False,69,3,0,38
1680,Jogador 1680,2,29,False,70,0,2,22
1681,Jogador 1681,1,43,False,70,0,1,12
1682,Jogador 1682,0,33,False,70,0,0,20
1683,Jogador 1683,3,42,False,70,1,3,19
1684,Jogador 1684,0,37,False,70,1,4,46
1685,Jogador 1685,1,28,False,70,1,0,25
1686,Jogador 1686,1,29,False,70,1,2,2
1687,Jogador 1687,0,38,False,70,1,3,28
1688,Jogador 1688,3,36,False,70,1,2,4
1689,Jogador 1689,2,18,False,70,1,3,50
1690,Jogador 1690,0,44,False,70,2,4,35
1691,Jogador 1691,2,21,False,70,2,0,23
1692,Jogador 1692,2,39,False,70,2,3,42
1693,Jogador 1693,0,29,False,70,2,1,47
1694,Jogador 1694,2,23,True,70,2,0,38
1695,Jogador 1695,2,32,False,70,2,1,17
1696,Jogador 1696,2,18,False,70,2,0,9
1697,Jogador 1697,1,41,False,70,3,4,15
1698,Jogador 1698,1,21,True,70,3,0,19
1699,Jogador 1699,2,40,False,70,3,1,10
1700,Jogador 1700,1,26,False,70,3,1,15
1701,Jogador 1701,2,18,True,70,3,1,16
1702,Jogador 1702,0,24,False,70,3,4,6
1703,Jogador 1703,1,33,False,70,3,1,15
1704,Jogador 1704,3,41,False,71,0,4,10
1705,Jogador 1705,3,35,False,71,0,2,5
1706,Jogador 1706,1,26,True,71,0,2,15
1707,Jogador 1707,1,45,False,71,1,3,16
1708,Jogador 1708,3,36,False,71,1,4,29
1709,Jogador 1709,0,33,False,71,1,1,39
1710,Jogador 1710,1,34,False,71,1,4,18
1711,Jogador 1711,1,37,False,71,1,3,48
1712,Jogador 1712,2,35,False,71,1,2,35
1713,Jogador 1713,0,27,False,71,1,3,8
1714,Jogador 1714,3,21,False,71,2,1,36
1715,Jogador 1715,3,33,False,71,2,3,18
1716,Jogador 1716,2,43,False,71,2,2,35
1717,Jogador 1717,0,24,False,71,2,3,38
1718,Jogador 1718,2,37,False,71,2,0,2
1719,Jogador 1719,2,28,False,71,2,4,37
1720,Jogador 1720,3,19,False,71,2,2,30
1721,Jogador 1721,2,33,False,71,3,3,41
1722,Jogador 1722,1,45,False,71,3,2,48
1723,Jogador 1723,0,42,False,71,3,0,32
1724,Jogador 1724,2,41,False,71,3,0,31
1725,Jogador 1725,1,40,False,71,3,1,46
1726,Jogador 1726,2,34,False,71,3,4,49
1727,Jogador 1727,2,44,False,71,3,3,12
1728,Jogador 1728,3,44,False,72,0,3,48
1729,Jogador 1729,0,33,False,72,0,1,5
1730,Jogador 1730,1,39,False,72,0,4,30
1731,Jogador 1731,3,27,False,72,1,3,33
1732,Jogador 1732,0,20,False,72,1,1,44
1733,Jogador 1733,0,20,False,72,1,2,31
1734,Jogador 1734,1,33,False,72,1,2,5
1735,Jogador 1735,0,18,False,72,1,0,12
1736,Jogador 1736,0,24,False,72,1,1,33
1737,Jogador 1737,2,18,False,72,1,4,32
1738,Jogador 1738,0,35,False,72,2,3,17
1739,Jogador 1739,3,40,False,72,2,1,38
1740,Jogador 1740,1,32,False,72,2,3,49
1741,Jogador 1741,0,43,False,72,2,3,10
1742,Jogador 1742,3,20,False,72,2,3,17
1743,Jogador 1743,1,18,False,72,2,0,39
1744,Jogador 1744,2,24,False,72,2,2,20
1745,Jogador 1745,3,18,False,72,3,3,32
1746,Jogador 1746,1,45,False,72,3,1,38
1747,Jogador 1747,1,44,False,72,3,0,7
1748,Jogador 1748,3,22,False,72,3,0,6
1749,Jogador 1749,2,43,False,72,3,0,29
1750,Jogador 1750,2,41,False,72,3,0,29
1751,Jogador 1751,3,21,False,72,3,3,43
1752,Jogador 1752,2,22,False,73,0,3,31
